Frame,nose_dist,body_dist,freezing,location,Right,Left
54,0.0009065346426316,0.0008843495398888,0,other,0.03,0.0
55,0.0021157086933081,0.0007880460131125,0,other,0.05,0.0
56,0.0034332226779287,0.0014614609772403,0,other,0.11,0.0
57,0.0025856218566869,0.0022882658664062,0,other,0.21,0.0
58,0.0035539225503699,0.0026490241219055,0,other,0.34,0.0
59,0.0041124022093775,0.0035247089139041,0,left_area,0.52,0.0
60,0.0034862239659588,0.0029384484374839,0,left_area,0.77,0.0
61,0.004456696250992,0.0033292743439072,0,left_area,0.91,0.0
62,0.0052848007900868,0.0057315300034892,0,left_area,0.95,0.0
63,0.002332547648502,0.0023185343262304,0,left_area,0.96,0.0
64,0.0024254601348864,0.0014993966101564,0,left_area,0.97,0.0
65,0.0017261741439624,0.0012413054197647,0,left_area,0.97,0.0
66,0.0006566843589109,0.0003343504936042,0,left_area,0.97,0.0
67,0.0007202553302534,0.0001789381289921,0,left_area,0.97,0.0
68,0.0012628501701446,0.0004419220115188,0,left_area,0.97,0.0
69,0.0009411290846735,0.0005753361649591,0,left_area,0.98,0.0
70,0.00113963226786,0.0005188932103758,0,left_area,0.98,0.0
71,0.0005955532648728,0.0004668023057432,0,left_area,0.98,0.0
72,0.0005265921806532,0.0001167490494206,0,left_area,0.98,0.0
73,0.001068291461185,0.0004749180632897,0,left_area,0.97,0.0
74,0.003588250283946,0.0017117754848124,0,left_area,0.96,0.0
75,0.0082588057948804,0.0039174580356404,0,left_area,0.85,0.0
76,0.0113442696516048,0.0055974898334189,0,other,0.21,0.0
77,0.013049286687875,0.0064140888939591,0,other,0.04,0.0
78,0.0130081481659394,0.0046922159820317,0,other,0.01,0.0
79,0.0115088675130519,0.0030316201121507,0,other,0.0,0.0
80,0.0108427751490402,0.002946492367622,0,other,0.0,0.0
81,0.0160833650986648,0.007199144285954,0,other,0.0,0.0
82,0.0169247701817419,0.011711965372626,0,other,0.0,0.0
83,0.0126506919059477,0.0118318861682342,0,other,0.0,0.0
84,0.0105088379227936,0.0103221375634478,0,other,0.0,0.0
85,0.0127752497513527,0.0135526632513316,0,other,0.0,0.0
86,0.0164838625797118,0.016642838317574,0,other,0.0,0.0
87,0.0127367600938628,0.0117590150670716,0,other,0.0,0.0
88,0.0160290984696463,0.0163722285613761,0,other,0.0,0.0
89,0.0100763236053111,0.0108360261105889,0,other,0.0,0.0
90,0.0081322615624184,0.0098932959593565,0,other,0.0,0.0
91,0.0072838889383914,0.0081711601467722,0,other,0.0,0.0
92,0.0069121583916966,0.0070175182688549,0,other,0.0,0.0
93,0.0094987356527225,0.0083342171059273,0,other,0.0,0.0
94,0.0134749019291986,0.0123496117555508,0,other,0.0,0.0
95,0.0081712498389286,0.0081589293991178,0,other,0.0,0.0
96,0.006050461371621,0.0072819491286558,0,other,0.0,0.0
97,0.0075423503997454,0.0092683199052038,0,other,0.0,0.0
98,0.011284536021033,0.0122111179525712,0,other,0.0,0.0
99,0.0036358485813181,0.0036458794390457,0,other,0.0,0.0
100,0.0064255808870998,0.0053252750531606,0,other,0.0,0.0
101,0.0108118031484588,0.0094845003110545,0,other,0.0,0.0
102,0.0078616176858588,0.0085947121281376,0,other,0.0,0.0
103,0.0064592375910824,0.0066971497550021,0,other,0.0,0.0
104,0.0059579672968431,0.0060762650033834,0,other,0.0,0.0
105,0.0052105925566505,0.0051694439170118,0,other,0.0,0.0
106,0.0021737213538357,0.0014904563131629,0,other,0.0,0.0
107,0.000956127516557,0.0003122606176304,0,other,0.0,0.0
108,0.0027036887279128,0.0007256927378473,0,other,0.0,0.0
109,0.0036264343991371,0.0014333305374339,0,other,0.0,0.0
110,0.0018446140178852,0.0017493018680793,0,other,0.0,0.0
111,0.000849663096783,0.0011631527862737,0,other,0.0,0.0
112,0.0015328999182108,0.0004919292970653,0,other,0.0,0.0
113,0.0050465472502088,0.0002280486551417,0,other,0.0,0.0
114,0.0104210660188616,0.0010793009039678,0,other,0.0,0.0
115,0.0119675666518528,0.001323401491717,0,other,0.0,0.0
116,0.0102690347270318,0.0010276704161788,0,other,0.0,0.0
117,0.0101014121628147,0.0028993490500554,0,other,0.0,0.0
118,0.004290451928985,0.0018806916716523,0,other,0.0,0.0
119,0.0019701202729608,0.0014719392915409,0,other,0.0,0.0
120,0.0045279213619218,0.0015301696615877,0,other,0.0,0.0
121,0.007810744753235,0.003418676841086,0,other,0.0,0.0
122,0.0065279794641812,0.0028295106562547,0,other,0.0,0.0
123,0.0046612103098789,0.0042262732426203,0,other,0.0,0.0
124,0.0017969830547066,0.0018627914865847,0,other,0.0,0.0
125,0.0046731986947964,0.0041708677783232,0,other,0.0,0.0
126,0.0049716771022559,0.0037562484162696,0,other,0.0,0.0
127,0.0049400369756417,0.0009602036151656,0,other,0.0,0.0
128,0.004374851109087,0.0003412196899854,0,other,0.0,0.01
129,0.0019838932071483,0.0005204376320365,0,other,0.0,0.01
130,0.0017600929645209,0.0002965081548761,0,other,0.0,0.01
131,0.0022607091461325,0.0009330661769482,0,other,0.0,0.01
132,0.0036666320153848,0.0025399307354783,0,other,0.0,0.01
133,0.0033149292037912,0.0038682690702946,0,other,0.0,0.02
134,0.0036375436318796,0.0047898070727515,0,other,0.0,0.03
135,0.0012928457441141,0.0026550473483471,0,other,0.0,0.03
136,0.0005385043550083,0.0004301010855881,0,other,0.0,0.04
137,0.0005754244427003,0.0003802294185977,0,other,0.0,0.04
138,0.0010240233471509,0.0015293449466022,0,other,0.0,0.03
139,0.000940195079645,0.0006207559282709,0,other,0.0,0.03
140,0.0053263954647996,0.0029268214818312,0,other,0.0,0.02
141,0.0120380698208174,0.0091773707139514,0,other,0.0,0.01
142,0.0094721815350047,0.0062309256862396,0,other,0.0,0.01
143,0.0119701624323072,0.0044022190022869,0,other,0.0,0.0
144,0.0035731036892961,0.0012995580675851,0,other,0.0,0.0
145,0.0028147859538293,0.0015566453975678,0,other,0.0,0.0
146,0.0027905730647469,0.000494084528141,0,other,0.0,0.0
147,0.0023080194954678,0.0005407901942699,0,other,0.0,0.0
148,0.0050385673754628,0.0018797430424093,0,other,0.0,0.0
149,0.0054560507797191,0.0010802115992618,0,other,0.0,0.0
150,0.0032981439990532,0.0003759382912648,0,other,0.0,0.0
151,0.0011470947776375,0.000148419871751,0,other,0.0,0.0
152,0.0001607161439021,6.524238519285654e-05,0,other,0.0,0.0
153,8.421117369421478e-05,0.0003654941061949,0,other,0.0,0.0
154,0.0008445431887606,0.0008025069804961,0,other,0.0,0.0
155,0.0054792240003923,0.0015728073084259,0,other,0.0,0.0
156,0.0135453997924531,0.0031388908485668,0,other,0.0,0.0
157,0.0068615239209642,0.0012000730580234,0,other,0.0,0.0
158,0.00253632507705,0.0005823240818036,0,other,0.0,0.0
159,0.0016245431341725,0.0004329159875534,0,other,0.0,0.0
160,0.0065879639964679,0.0009796510193891,0,other,0.0,0.0
161,0.009067607094763,0.000950234433496,0,other,0.0,0.0
162,0.0049892156521461,0.0004772741699571,0,other,0.0,0.0
163,0.0040298537038643,0.0009760647986836,0,other,0.0,0.0
164,0.0045461930590429,0.0004429658092598,0,other,0.0,0.0
165,0.004762555395366,0.0005266733373679,0,other,0.0,0.0
166,0.0027682133750328,0.0001833963961913,0,other,0.0,0.0
167,0.0020639729594053,0.0007608110775075,0,other,0.0,0.0
168,0.0054059861133197,0.0013740489711549,0,other,0.0,0.0
169,0.0167951995006989,0.0015480678881756,0,other,0.0,0.0
170,0.0103859448631694,0.0020328189047933,0,other,0.0,0.0
171,0.0062308689915365,0.0018196630905179,0,other,0.0,0.0
172,0.0036394184848798,0.0012965370814504,0,other,0.0,0.0
173,0.0032172939940679,0.0018538337361235,0,other,0.0,0.0
174,0.0018967555091948,0.0007543946803272,0,other,0.0,0.0
175,0.0057025852698025,0.0022629970332606,0,other,0.0,0.0
176,0.0106439143115125,0.0055702229960777,0,other,0.0,0.0
177,0.0096666686583607,0.0075970911614215,0,other,0.0,0.0
178,0.0088063598697803,0.0088323650747568,0,other,0.0,0.0
179,0.0092376321855788,0.010365693468684,0,other,0.0,0.0
180,0.0136528957346456,0.015299138268566,0,other,0.0,0.0
181,0.0095399312415904,0.0096273496981442,0,other,0.0,0.0
182,0.0094010482683733,0.008064375872422,0,other,0.0,0.0
183,0.0030654211247789,0.0029083507038212,0,other,0.0,0.0
184,0.0064867449086397,0.0064921387755897,0,other,0.0,0.0
185,0.0119314757307971,0.0117195975541513,0,other,0.0,0.0
186,0.0092815735362392,0.009027004033261,0,other,0.0,0.0
187,0.0101862173426283,0.0125837556534638,0,other,0.0,0.0
188,0.0034043494515024,0.0040848558485638,0,other,0.0,0.0
189,0.0065871035776904,0.0066583667768238,0,other,0.0,0.0
190,0.0099727815987503,0.0100816943695904,0,other,0.0,0.0
191,0.0083330251504002,0.0082878303886393,0,other,0.0,0.0
192,0.0099595825349,0.0092932302893876,0,other,0.0,0.0
193,0.0034677272354534,0.003369605710035,0,other,0.0,0.0
194,0.0071534016716037,0.0078721970219181,0,other,0.0,0.0
195,0.0111026856126107,0.013233318479136,0,other,0.0,0.0
196,0.0064188079454429,0.0090438807648801,0,other,0.0,0.0
197,0.0043085541701771,0.0054259874186653,0,other,0.0,0.0
198,0.0037136610673211,0.0038237075276682,0,other,0.0,0.0
199,0.0056469516052682,0.0040936206445183,0,other,0.0,0.0
200,0.0039710537937256,0.0033491952909113,0,other,0.0,0.0
201,0.0027068091735067,0.0020692057358849,0,other,0.0,0.0
202,0.0016350095508617,0.0015755517180507,0,other,0.0,0.0
203,0.0003725266551096,0.0016574512923944,0,other,0.0,0.0
204,4.261102610378487e-05,0.0019242124394903,0,other,0.0,0.0
205,0.0006065465234603,0.0013902450212994,0,other,0.0,0.0
206,0.0010303674764085,0.0005040367332934,0,other,0.0,0.0
207,0.0016817375729344,0.0001461092051536,0,other,0.0,0.0
208,0.0011142907970962,0.000196912588384,0,other,0.0,0.0
209,0.0009144770386108,0.0005948137578853,0,other,0.0,0.0
210,0.0026072796455526,0.0025060749741238,0,other,0.0,0.0
211,0.0027107909722694,0.00214286617121,0,other,0.0,0.0
212,0.0026992612960223,0.0004353936901387,0,other,0.0,0.0
213,0.0025230398501547,0.0008619858528323,0,other,0.0,0.0
214,0.0027583148453618,0.0014555391451442,0,other,0.0,0.0
215,0.0021253278764403,0.0020553779287131,0,other,0.0,0.0
216,0.0014286293437117,0.0023982279035786,0,other,0.0,0.0
217,0.0020493046306565,0.0020919142584876,0,other,0.0,0.0
218,0.0014261056969562,0.0011615638660027,0,other,0.0,0.0
219,0.0020674092750608,0.0012162030900302,0,other,0.0,0.0
220,0.0021444281650197,0.0010446599908457,0,other,0.0,0.0
221,0.0029975795573435,0.0008895678655071,0,other,0.0,0.0
222,0.0018800023350547,0.0008878523764041,0,other,0.0,0.0
223,0.0008227426565955,0.000862249342434,0,other,0.0,0.0
224,0.0005025995626548,0.0006423130491478,0,other,0.0,0.0
225,0.0009209919903066,0.0004731409592174,0,other,0.0,0.0
226,0.0020463177423037,9.540705700389164e-05,0,other,0.0,0.0
227,0.0053161711355756,8.773732256163902e-05,0,other,0.0,0.0
228,0.0071481307976411,0.0007345447683176,0,other,0.0,0.0
229,0.0092772329071972,0.0019798664739455,0,other,0.0,0.0
230,0.0061217224334352,0.0023445598318871,0,other,0.0,0.0
231,0.0070845554682451,0.004159119888254,0,other,0.0,0.0
232,0.0041390653889715,0.0022296965746807,0,other,0.0,0.0
233,0.0049480034610887,0.0031121062521731,0,other,0.0,0.0
234,0.0096529713592386,0.0012522892121084,0,other,0.0,0.0
235,0.0108154965885425,0.0005371079491952,0,other,0.0,0.0
236,0.0068994773957464,0.0015637152473151,0,other,0.0,0.0
237,0.0044009750452374,0.002113065219487,0,other,0.0,0.0
238,0.0039387409549647,0.0024334559121413,0,other,0.0,0.0
239,0.0041498711102877,0.0031646186482437,0,other,0.0,0.0
240,0.0027956695810231,0.0035632000152507,0,other,0.0,0.0
241,0.0023605032428283,0.0051408191186225,0,other,0.0,0.0
242,0.0019131777904835,0.0039369810335708,0,other,0.0,0.0
243,0.0013226778697914,0.0036399616147751,0,other,0.0,0.0
244,0.003372866665951,0.0033582088633664,0,other,0.0,0.0
245,0.0049218269028048,0.004472512765308,0,other,0.0,0.0
246,0.0054337948890512,0.0025730333168519,0,other,0.0,0.0
247,0.0064434186300771,0.0017148727028575,0,other,0.0,0.0
248,0.0040586493661709,0.0003182710633347,0,other,0.0,0.0
249,0.000837798055254,0.0003291998933776,0,other,0.0,0.0
250,0.000694978808624,0.000434813044394,0,other,0.0,0.0
251,0.0013991132459898,0.0003506109038355,0,other,0.0,0.0
252,0.0008108167618673,0.0005988218677727,0,other,0.0,0.0
253,0.001210541303866,0.0003192741945576,0,other,0.0,0.0
254,0.004245549337103,0.0004418201278113,0,other,0.0,0.0
255,0.008013139050133,0.0008654970339969,0,other,0.0,0.0
256,0.0087221412923851,0.0002135263944,0,other,0.0,0.0
257,0.0073466477198028,0.0004373622657918,0,other,0.0,0.0
258,0.0067011633596993,0.0031417701872015,0,other,0.0,0.0
259,0.0111314814677722,0.0072674908977982,0,other,0.0,0.0
260,0.0091267882958638,0.0067081727132034,0,other,0.0,0.0
261,0.0056212324333567,0.005364056298683,0,other,0.0,0.0
262,0.0036010924211565,0.0038874174385719,0,other,0.0,0.0
263,0.0008565178398919,0.0032243672977684,0,other,0.0,0.0
264,0.0002082090925214,0.0008256972475226,0,other,0.0,0.0
265,0.0004695443539442,0.0005924048101384,0,other,0.0,0.0
266,0.0029334516344517,0.0005282191314216,0,other,0.0,0.0
267,0.0064555809607667,0.0001956174663763,0,other,0.0,0.0
268,0.0067629891919609,0.0001868280903145,0,other,0.0,0.0
269,0.0072219064134791,0.0006124579276672,0,other,0.0,0.0
270,0.0081268651044918,0.0013920566663152,0,other,0.0,0.0
271,0.0092844207605832,0.0049379613311182,0,other,0.0,0.0
272,0.0070691414566878,0.0050311889145793,0,other,0.0,0.0
273,0.0050285556910981,0.0040991054374053,0,other,0.0,0.0
274,0.003534980026938,0.0043320371323862,0,other,0.0,0.0
275,0.0027271940015849,0.0034739638658207,0,other,0.0,0.0
276,0.0015863582358259,0.0025377645483041,0,other,0.0,0.0
277,0.0006256246037594,0.0019928080429935,0,other,0.0,0.0
278,0.0011176388755096,0.0017137053919666,0,other,0.0,0.0
279,0.001723532150459,0.0010563997462773,0,other,0.0,0.0
280,0.0015097414620208,0.0015073206302414,0,other,0.0,0.0
281,0.0023686108311545,0.0020083524748149,0,other,0.0,0.0
282,0.0044308188237367,0.0028002891042307,0,other,0.0,0.0
283,0.0075042151891082,0.0031211993185437,0,other,0.0,0.0
284,0.007179128281566,0.0044130127782062,0,other,0.0,0.0
285,0.0044465981146013,0.0029558346963563,0,other,0.0,0.0
286,0.0044935587484225,0.0038584750766704,0,other,0.0,0.0
287,0.0056847969146106,0.0064021881481552,0,other,0.0,0.0
288,0.0055567905172984,0.0037087563450805,0,other,0.0,0.0
289,0.0064655436872141,0.0047514031124786,0,other,0.0,0.0
290,0.0044674637570601,0.0036512152890446,0,other,0.0,0.0
291,0.0036878857020373,0.0039513459244581,0,other,0.0,0.0
292,0.0042652283909091,0.0045140242913969,0,other,0.0,0.0
293,0.0035649791175311,0.0040383533207489,0,other,0.0,0.0
294,0.003084789872113,0.0037582830870692,0,other,0.0,0.0
295,0.00491672497062,0.0025573831309101,0,other,0.0,0.0
296,0.004493313947446,0.0010314158445012,0,other,0.01,0.0
297,0.0045217167578644,0.0006792762857561,0,left_area,0.01,0.0
298,0.0031176668577381,0.001569223427096,0,left_area,0.02,0.0
299,0.0021886444329072,0.0017557426708573,0,left_area,0.04,0.0
300,0.0022637213033365,0.0017174841080039,0,left_area,0.21,0.0
301,0.003759730401654,0.0009616484676575,0,left_area,0.82,0.0
302,0.0033444705904761,0.0007566138752703,0,left_area,0.95,0.0
303,0.0007530869821488,0.0002667910772365,0,left_area,0.97,0.0
304,2.602408408680636e-05,0.0007467345547482,0,left_area,0.97,0.0
305,2.750686529752855e-05,0.000717860658515,0,left_area,0.97,0.0
306,0.0001103133011429,0.000170714917023,0,left_area,0.97,0.0
307,0.0003345632762702,0.0002239374036,0,left_area,0.97,0.0
308,0.0018108695668197,0.0011280712687274,0,left_area,0.98,0.0
309,0.0023289591373889,0.0015136090775783,0,left_area,0.98,0.0
310,0.0008271736661363,0.0003282542051297,0,left_area,0.98,0.0
311,0.0001613313961307,0.0001292071951771,0,left_area,0.98,0.0
312,0.0006137162285692,0.0006807155121287,0,left_area,0.98,0.0
313,0.0038953346509053,0.0014550033460318,0,left_area,0.95,0.0
314,0.0090233630167907,0.0035997193018793,0,left_area,0.47,0.0
315,0.0104044061447096,0.0029315941487066,0,left_area,0.04,0.0
316,0.0083014705986226,0.0020785843740235,0,other,0.01,0.0
317,0.0062230326741817,0.0005770631869865,0,other,0.01,0.0
318,0.0045280215152849,0.0005318441939165,0,other,0.0,0.0
319,0.0052155491898449,0.0018171595884644,0,other,0.0,0.0
320,0.005682647744539,0.0041968701224707,0,other,0.0,0.0
321,0.0076658717860383,0.0074874088070716,0,other,0.0,0.0
322,0.0037484645357974,0.0049309165367411,0,other,0.0,0.0
323,0.0006062105948153,0.0011767966133535,0,other,0.0,0.0
324,0.0006260616146485,0.0008375595954011,0,other,0.0,0.0
325,0.0015439073168752,0.0007610611848913,0,other,0.0,0.0
326,0.0023078602788602,0.0009249938795922,0,other,0.0,0.0
327,0.0046963291352796,0.0028444596958916,0,other,0.0,0.0
328,0.0029962983920398,0.0033022664187298,0,other,0.0,0.0
329,0.001460867796158,0.0016486122364193,0,other,0.0,0.0
330,0.0030492323522015,0.0025012766379254,0,other,0.0,0.0
331,0.0051036084320665,0.0034840432437097,0,other,0.0,0.0
332,0.0034834922395678,0.0024581560196561,0,other,0.0,0.0
333,0.0022202950122435,0.0023884503394289,0,other,0.0,0.0
334,0.0019278015112527,0.0019882481417974,0,other,0.0,0.0
335,0.0014410466077651,0.0018007752482793,0,other,0.0,0.0
336,0.0021574482916952,0.0021160473816722,0,other,0.0,0.0
337,0.0023978238343726,0.0027325039618531,0,other,0.0,0.0
338,0.0011449066818589,0.000605916317368,0,other,0.0,0.0
339,0.0009461321632855,0.0001427652600215,0,other,0.0,0.0
340,0.0011034533940029,0.0007060444498766,0,other,0.0,0.0
341,0.0010129321192631,0.0007250972929583,0,other,0.0,0.0
342,0.0026004913093356,0.0019147828816511,0,other,0.0,0.0
343,0.008634350201605,0.007381738448172,0,other,0.0,0.0
344,0.0083563111550271,0.0061260620950133,0,other,0.0,0.0
345,0.0090340266279846,0.0049877388170065,0,other,0.0,0.0
346,0.0095814117215908,0.0040422421283847,0,other,0.0,0.0
347,0.0068443634240826,0.0042325044614856,0,other,0.0,0.0
348,0.0047615333047906,0.0029033353426608,0,other,0.0,0.0
349,0.0046990411213661,0.0044938031322,0,other,0.0,0.0
350,0.0022532122660412,0.002275908007172,0,other,0.0,0.0
351,0.0036605437795183,0.0017592840020509,0,other,0.0,0.0
352,0.0035885717081481,0.0019861479895258,0,other,0.0,0.0
353,0.0044878188632162,0.0017353510205748,0,other,0.0,0.0
354,0.0086968698804078,0.003442690346134,0,other,0.0,0.0
355,0.0129494945643511,0.0044478921177182,0,other,0.0,0.0
356,0.0065074851772522,0.0016475963021106,0,other,0.0,0.0
357,0.0057477833221211,0.0021205770916699,0,other,0.0,0.0
358,0.0074740066330741,0.0021128020922032,0,other,0.0,0.0
359,0.0087314001813502,0.0028824114928571,0,other,0.0,0.0
360,0.0046260894183152,0.0027050223901216,0,other,0.0,0.0
361,0.002068149694668,0.0033416623311943,0,other,0.0,0.0
362,0.0010825579486928,0.0040351909767589,0,other,0.0,0.0
363,0.0043644880573525,0.0037436088858367,0,other,0.0,0.0
364,0.0103366027907518,0.0030586663909681,0,other,0.0,0.0
365,0.015074715746181,0.0023987910001479,0,other,0.0,0.0
366,0.0063641902915333,0.0020119101801242,0,other,0.0,0.0
367,0.0021127446502347,0.002405756958315,0,other,0.0,0.0
368,0.002181605837022,0.0012108931022752,0,other,0.0,0.0
369,0.0046304823755937,0.0015619087415561,0,other,0.0,0.0
370,0.0011452642985725,0.0009280233573022,0,other,0.0,0.0
371,0.0002422760898441,0.0015084599210133,0,other,0.0,0.0
372,0.0035895276001905,0.0017960880119735,0,other,0.0,0.0
373,0.0121112638157138,0.0011892760120341,0,other,0.0,0.0
374,0.0091784971368763,0.0002238223220198,0,other,0.0,0.0
375,0.0070255671671499,5.851907804393461e-05,0,other,0.0,0.0
376,0.0089210212396996,0.0007929141323155,0,other,0.0,0.0
377,0.0136093138738524,0.0027181016703056,0,other,0.0,0.0
378,0.0081709291307112,0.0022475420703945,0,other,0.0,0.0
379,0.0070795636353254,0.0033902720903218,0,other,0.0,0.0
380,0.0076336298143862,0.0043629403934487,0,other,0.0,0.0
381,0.0068989920461832,0.00449616601163,0,other,0.0,0.0
382,0.0060137436595541,0.0065073779801665,0,other,0.0,0.0
383,0.0077236753086196,0.0091648941495255,0,other,0.0,0.0
384,0.0057485426126847,0.0069308782443095,0,other,0.0,0.0
385,0.0072452274448492,0.0039765698534428,0,other,0.0,0.0
386,0.0056326296815025,0.0025594798455987,0,other,0.0,0.0
387,0.0037917363037403,0.002589680442963,0,other,0.01,0.0
388,0.0036945957317153,0.0027212304773481,0,other,0.01,0.0
389,0.0042957260430052,0.0038535594924988,0,left_area,0.01,0.0
390,0.0034583897115799,0.0036855312393512,0,left_area,0.01,0.0
391,0.0025463388434918,0.0032680477684321,0,left_area,0.02,0.0
392,0.0020388968708376,0.002588577271782,0,left_area,0.03,0.0
393,0.0028712403967649,0.0015035234847986,0,left_area,0.12,0.0
394,0.0043959880221113,0.0002649246673008,0,left_area,0.62,0.0
395,0.0044508702532522,2.923419005358733e-05,0,left_area,0.91,0.0
396,0.0009261553532023,0.0002230307406858,0,left_area,0.95,0.0
397,6.331663833088364e-05,0.0005132352815063,0,left_area,0.96,0.0
398,7.789466925288837e-05,0.0001831016574801,0,left_area,0.97,0.0
399,0.0003284929791296,4.245578258231813e-05,0,left_area,0.96,0.0
400,0.0007765294230704,7.200477168906261e-05,0,left_area,0.94,0.0
401,0.0033993271276442,3.659949942850333e-05,0,left_area,0.76,0.0
402,0.0070346503440749,0.0006229126161436,0,left_area,0.15,0.0
403,0.0104926253427336,0.0027284132168539,0,other,0.03,0.0
404,0.0056797959673115,0.0031538311458894,0,other,0.01,0.0
405,0.0046915847859963,0.0040089934650538,0,other,0.01,0.0
406,0.003595136627261,0.0028519222457281,0,other,0.0,0.0
407,0.0037590111960826,0.0029293745855295,0,other,0.0,0.0
408,0.0041034400612798,0.0050823802239302,0,other,0.0,0.0
409,0.0044666318984592,0.0059035344871666,0,other,0.0,0.0
410,0.0065114750534632,0.0070855297758575,0,other,0.0,0.0
411,0.0109640093563922,0.0103992997495837,0,other,0.0,0.0
412,0.0054608127228344,0.0055710579595543,0,other,0.0,0.01
413,0.0017493157980262,0.0018169903820008,0,other,0.0,0.01
414,0.0006011130832485,0.0006235822308792,0,other,0.0,0.01
415,0.0014166982629643,0.0012553484600041,0,other,0.0,0.01
416,0.0025562669770082,0.0003089691328284,0,other,0.0,0.01
417,0.0022367983761071,5.5187484293712784e-05,0,other,0.0,0.01
418,0.002107096061312,0.0002283728357,0,other,0.0,0.0
419,0.0021327238852809,0.0001613769367279,0,other,0.0,0.0
420,0.0018372979291551,0.0003688283252653,0,other,0.0,0.01
421,0.0009751790941681,0.0004430796185027,0,other,0.0,0.01
422,0.002408144127603,0.0023929052365498,0,other,0.0,0.01
423,0.0036086665230615,0.0041713395113915,0,other,0.0,0.01
424,0.006409213927618,0.0056995378303606,0,other,0.0,0.0
425,0.0102499708898221,0.0045119651592619,0,other,0.0,0.0
426,0.0169658498597278,0.0044429561994218,0,other,0.01,0.0
427,0.0104632645784715,0.001933867249832,0,left_area,0.02,0.0
428,0.0061841053470924,0.0011361328785938,0,left_area,0.13,0.0
429,0.0038658743651682,0.000922646691201,0,left_area,0.61,0.0
430,0.002925615287967,0.000466601914808,0,left_area,0.89,0.0
431,0.003006150862799,0.0002379185743275,0,left_area,0.95,0.0
432,0.002792337718846,6.470874095183948e-05,0,left_area,0.97,0.0
433,0.0009968869915991,0.0002230384647551,0,left_area,0.97,0.0
434,0.0003906410995331,0.0001787881615894,0,left_area,0.98,0.0
435,0.000263953063577,3.817144142435825e-05,0,left_area,0.98,0.0
436,0.0004615555869452,0.0,0,left_area,0.98,0.0
437,0.0001867790685861,1.9831258007270805e-05,0,left_area,0.98,0.0
438,0.0002710171049693,0.0001207316670704,0,left_area,0.98,0.0
439,0.0011116364291517,0.0006408398810928,0,left_area,0.97,0.0
440,0.0022557275790579,0.0025989794951295,0,left_area,0.96,0.0
441,0.0041229881656799,0.0040515831175119,0,left_area,0.89,0.0
442,0.0089903837149174,0.0031595294055278,0,left_area,0.58,0.0
443,0.0110872134391062,0.0013247070664223,0,left_area,0.16,0.0
444,0.0100505197802166,0.0004339986673153,0,left_area,0.04,0.0
445,0.0105192787148538,0.0016923377906729,0,other,0.01,0.0
446,0.0089617845109244,0.0022346042878995,0,other,0.0,0.0
447,0.0112642920358714,0.003609443393217,0,other,0.0,0.0
448,0.0067271514770966,0.0038549311601376,0,other,0.0,0.0
449,0.006328274145332,0.0029984095015978,0,other,0.0,0.0
